Tournament,Step,PlayerID,Action,Reward,ObservationDict,AgentPosition,IsRFIOpportunity,RaiserPosition
105,25,1,bet_small,300.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 1, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 0, ""2"": 300, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""8H"", ""5S""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 500, ""small_blind"": 50, ""stacks"": {""0"": 41913.0, ""1"": 0, ""2"": 17587.0, ""3"": 0.0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,0
105,27,1,bet_small,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 100, ""1"": 0, ""2"": 100, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KS"", ""4H""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 200, ""small_blind"": 50, ""stacks"": {""0"": 42313.0, ""1"": 0, ""2"": 17487.0, ""3"": 0.0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,2
105,28,1,bet_small,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 0, ""2"": 17587.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KS"", ""4H""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 17787.0, ""small_blind"": 50, ""stacks"": {""0"": 42213.0, ""1"": 0, ""2"": 0.0, ""3"": 0.0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,N/A
105,29,1,bet_small,17587.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [""8C"", ""8H"", ""4S""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KS"", ""4H""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 52561.0, ""small_blind"": 50, ""stacks"": {""0"": 7439.0, ""1"": 0, ""2"": 0.0, ""3"": 0.0, ""4"": 0, ""5"": 0}, ""stage"": ""flop""}",N/A,False,0
106,1,1,bet_small,0.00,"{""active_in_hand"": [0, 1, 2, 3, 4, 5], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 50, ""5"": 100}, ""current_player_id"": 0, ""hand"": [""5D"", ""AD""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 6, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 10000, ""1"": 10000, ""2"": 10000, ""3"": 10000, ""4"": 9950, ""5"": 9900}, ""stage"": ""preflop""}",N/A,False,1
106,2,1,fold,-200.00,"{""active_in_hand"": [0, 1, 5], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 10000, ""2"": 0, ""3"": 0, ""4"": 50, ""5"": 10000}, ""current_player_id"": 0, ""hand"": [""5D"", ""AD""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 4, ""player_id"": 0, ""pot"": 20250, ""small_blind"": 50, ""stacks"": {""0"": 9800, ""1"": 0, ""2"": 10000, ""3"": 10000, ""4"": 9950, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,1
106,4,1,all_in,40200.00,"{""active_in_hand"": [0, 1, 2, 4], ""big_blind"": 100, ""button_pos"": 4, ""community_cards"": [], ""current_bets"": {""0"": 50, ""1"": 100, ""2"": 10000, ""3"": 0, ""4"": 9950, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""TS"", ""JH""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 20100, ""small_blind"": 50, ""stacks"": {""0"": 9750, ""1"": 20150.0, ""2"": 0, ""3"": 10000, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,1
106,6,1,bet_small,0.00,"{""active_in_hand"": [0, 3], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [], ""current_bets"": {""0"": 50, ""1"": 0, ""2"": 0, ""3"": 100, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KC""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 49950.0, ""1"": 0.0, ""2"": 0, ""3"": 9900, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,N/A
106,7,1,bet_small,0.00,"{""active_in_hand"": [0, 3], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [""5H"", ""9D"", ""6H""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KC""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 400, ""small_blind"": 50, ""stacks"": {""0"": 49800.0, ""1"": 0.0, ""2"": 0, ""3"": 9800, ""4"": 0, ""5"": 0}, ""stage"": ""flop""}",N/A,False,3
106,8,1,bet_small,0.00,"{""active_in_hand"": [0, 3], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [""5H"", ""9D"", ""6H""], ""current_bets"": {""0"": 200, ""1"": 0, ""2"": 0, ""3"": 600, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KC""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 1200, ""small_blind"": 50, ""stacks"": {""0"": 49600.0, ""1"": 0.0, ""2"": 0, ""3"": 9200, ""4"": 0, ""5"": 0}, ""stage"": ""flop""}",N/A,False,3
106,9,1,bet_small,0.00,"{""active_in_hand"": [0, 3], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [""5H"", ""9D"", ""6H""], ""current_bets"": {""0"": 1000, ""1"": 0, ""2"": 0, ""3"": 9800, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KC""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 11200, ""small_blind"": 50, ""stacks"": {""0"": 48800.0, ""1"": 0.0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""flop""}",N/A,False,N/A
106,10,1,bet_small,0.00,"{""active_in_hand"": [0, 3], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [""5H"", ""9D"", ""6H"", ""JD""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KC""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 28800, ""small_blind"": 50, ""stacks"": {""0"": 31200.0, ""1"": 0.0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""turn""}",N/A,False,N/A
106,11,1,bet_small,-50000.00,"{""active_in_hand"": [0, 3], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [""5H"", ""9D"", ""6H"", ""JD"", ""JC""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KC""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 43200, ""small_blind"": 50, ""stacks"": {""0"": 16800.0, ""1"": 0.0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""river""}",N/A,False,0
107,2,1,fold,0.00,"{""active_in_hand"": [0, 1, 2, 3, 4], ""big_blind"": 100, ""button_pos"": 0, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 50, ""2"": 100, ""3"": 200, ""4"": 10000, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""9D"", ""5D""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 5, ""player_id"": 0, ""pot"": 10350, ""small_blind"": 50, ""stacks"": {""0"": 10000, ""1"": 9950, ""2"": 9900, ""3"": 9800, ""4"": 0, ""5"": 10000}, ""stage"": ""preflop""}",N/A,False,4
107,4,1,bet_small,0.00,"{""active_in_hand"": [0, 1, 4, 5], ""big_blind"": 100, ""button_pos"": 1, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 50, ""5"": 100}, ""current_player_id"": 0, ""hand"": [""9H"", ""JD""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 4, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 10000, ""1"": 9950, ""2"": 0, ""3"": 0, ""4"": 30000.0, ""5"": 9900}, ""stage"": ""preflop""}",N/A,False,5
107,5,1,fold,0.00,"{""active_in_hand"": [0, 1, 4, 5], ""big_blind"": 100, ""button_pos"": 1, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 350, ""2"": 0, ""3"": 0, ""4"": 500, ""5"": 10000}, ""current_player_id"": 0, ""hand"": [""9H"", ""JD""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 11050, ""small_blind"": 50, ""stacks"": {""0"": 9800, ""1"": 9600, ""2"": 0, ""3"": 0, ""4"": 29550.0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,N/A
107,10,1,bet_small,0.00,"{""active_in_hand"": [0, 4], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 100, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""8C"", ""TD""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 9750, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 50100.0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,4
107,11,1,bet_small,0.00,"{""active_in_hand"": [0, 4], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 300, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""8C"", ""TD""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 500, ""small_blind"": 50, ""stacks"": {""0"": 9600, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 49900.0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,4
107,12,1,all_in,50200.00,"{""active_in_hand"": [0, 4], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 450, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 50200.0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""8C"", ""TD""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 50650.0, ""small_blind"": 50, ""stacks"": {""0"": 9350, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0.0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,4
108,2,1,fold,0.00,"{""active_in_hand"": [0, 1, 2, 3, 4], ""big_blind"": 100, ""button_pos"": 1, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 50, ""3"": 100, ""4"": 10000, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KH"", ""JS""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 5, ""player_id"": 0, ""pot"": 10150, ""small_blind"": 50, ""stacks"": {""0"": 10000, ""1"": 10000, ""2"": 9950, ""3"": 9900, ""4"": 0, ""5"": 10000}, ""stage"": ""preflop""}",N/A,False,4
108,4,1,bet_small,0.00,"{""active_in_hand"": [0, 3, 5], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 50, ""4"": 0, ""5"": 100}, ""current_player_id"": 0, ""hand"": [""9D"", ""5S""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 10000, ""1"": 0, ""2"": 0, ""3"": 39950.0, ""4"": 0, ""5"": 9900}, ""stage"": ""preflop""}",N/A,False,3
108,5,1,all_in,50000.00,"{""active_in_hand"": [0, 3, 5], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 0, ""2"": 0, ""3"": 40000.0, ""4"": 0, ""5"": 10000}, ""current_player_id"": 0, ""hand"": [""9D"", ""5S""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 50200.0, ""small_blind"": 50, ""stacks"": {""0"": 9800, ""1"": 0, ""2"": 0, ""3"": 0.0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,3
109,2,1,call,0.00,"{""active_in_hand"": [0, 1, 2, 3, 4, 5], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 50, ""4"": 100, ""5"": 200}, ""current_player_id"": 0, ""hand"": [""QH"", ""8S""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 6, ""player_id"": 0, ""pot"": 350, ""small_blind"": 50, ""stacks"": {""0"": 10000, ""1"": 10000, ""2"": 10000, ""3"": 9950, ""4"": 9900, ""5"": 9800}, ""stage"": ""preflop""}",N/A,False,3
109,3,1,fold,-200.00,"{""active_in_hand"": [0, 1, 2, 3, 4], ""big_blind"": 100, ""button_pos"": 2, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 300, ""2"": 300, ""3"": 10000, ""4"": 10000, ""5"": 200}, ""current_player_id"": 0, ""hand"": [""QH"", ""8S""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 4, ""player_id"": 0, ""pot"": 21000, ""small_blind"": 50, ""stacks"": {""0"": 9800, ""1"": 9700, ""2"": 9700, ""3"": 0, ""4"": 0, ""5"": 9800}, ""stage"": ""preflop""}",N/A,False,3
109,5,1,call,0.00,"{""active_in_hand"": [0, 2, 5], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 50, ""3"": 0, ""4"": 0, ""5"": 100}, ""current_player_id"": 0, ""hand"": [""JD"", ""JS""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 9800, ""1"": 0, ""2"": 40350.0, ""3"": 0, ""4"": 0, ""5"": 9700}, ""stage"": ""preflop""}",N/A,False,2
109,6,1,call,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [], ""current_bets"": {""0"": 100, ""1"": 0, ""2"": 200, ""3"": 0, ""4"": 0, ""5"": 100}, ""current_player_id"": 0, ""hand"": [""JD"", ""JS""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 400, ""small_blind"": 50, ""stacks"": {""0"": 9700, ""1"": 0, ""2"": 40200.0, ""3"": 0, ""4"": 0, ""5"": 9700}, ""stage"": ""preflop""}",N/A,False,N/A
109,7,1,check,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [""7D"", ""KC"", ""AS""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""JD"", ""JS""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 500, ""small_blind"": 50, ""stacks"": {""0"": 9600, ""1"": 0, ""2"": 40200.0, ""3"": 0, ""4"": 0, ""5"": 9700}, ""stage"": ""flop""}",N/A,False,2
109,8,1,call,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [""7D"", ""KC"", ""AS""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 250, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""JD"", ""JS""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 750, ""small_blind"": 50, ""stacks"": {""0"": 9600, ""1"": 0, ""2"": 39950.0, ""3"": 0, ""4"": 0, ""5"": 9700}, ""stage"": ""flop""}",N/A,False,N/A
109,9,1,bet_small,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [""7D"", ""KC"", ""AS"", ""6H""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""JD"", ""JS""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 1000, ""small_blind"": 50, ""stacks"": {""0"": 9350, ""1"": 0, ""2"": 39950.0, ""3"": 0, ""4"": 0, ""5"": 9700}, ""stage"": ""turn""}",N/A,False,N/A
109,10,1,bet_small,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [""7D"", ""KC"", ""AS"", ""6H"", ""TH""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""JD"", ""JS""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 2000, ""small_blind"": 50, ""stacks"": {""0"": 8850, ""1"": 0, ""2"": 39450.0, ""3"": 0, ""4"": 0, ""5"": 9700}, ""stage"": ""river""}",N/A,False,2
109,11,1,bet_small,3050.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 3, ""community_cards"": [""7D"", ""KC"", ""AS"", ""6H"", ""TH""], ""current_bets"": {""0"": 1000, ""1"": 0, ""2"": 2000, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""JD"", ""JS""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 5000, ""small_blind"": 50, ""stacks"": {""0"": 7850, ""1"": 0, ""2"": 37450.0, ""3"": 0, ""4"": 0, ""5"": 9700}, ""stage"": ""river""}",N/A,False,0
109,13,1,bet_small,0.00,"{""active_in_hand"": [0, 2, 5], ""big_blind"": 100, ""button_pos"": 4, ""community_cards"": [], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 50, ""3"": 0, ""4"": 0, ""5"": 100}, ""current_player_id"": 0, ""hand"": [""4S"", ""QH""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 12850.0, ""1"": 0, ""2"": 37400.0, ""3"": 0, ""4"": 0, ""5"": 9600}, ""stage"": ""preflop""}",N/A,False,N/A
109,15,1,bet_small,0.00,"{""active_in_hand"": [0, 5], ""big_blind"": 100, ""button_pos"": 4, ""community_cards"": [""KS"", ""KD"", ""3H""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 225}, ""current_player_id"": 0, ""hand"": [""4S"", ""QH""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 3, ""player_id"": 0, ""pot"": 675, ""small_blind"": 50, ""stacks"": {""0"": 12650.0, ""1"": 0, ""2"": 37400.0, ""3"": 0, ""4"": 0, ""5"": 9275}, ""stage"": ""flop""}",N/A,False,5
109,16,1,call,0.00,"{""active_in_hand"": [0, 5], ""big_blind"": 100, ""button_pos"": 4, ""community_cards"": [""KS"", ""KD"", ""3H""], ""current_bets"": {""0"": 450, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 9500}, ""current_player_id"": 0, ""hand"": [""4S"", ""QH""], ""legal_actions"": [""all_in"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 10400, ""small_blind"": 50, ""stacks"": {""0"": 12200.0, ""1"": 0, ""2"": 37400.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""flop""}",N/A,False,N/A
109,17,1,bet_small,9750.00,"{""active_in_hand"": [0, 5], ""big_blind"": 100, ""button_pos"": 4, ""community_cards"": [""KS"", ""KD"", ""3H"", ""TC""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""4S"", ""QH""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""check"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 19450, ""small_blind"": 50, ""stacks"": {""0"": 3150.0, ""1"": 0, ""2"": 37400.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""turn""}",N/A,False,0
109,19,1,bet_small,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [], ""current_bets"": {""0"": 50, ""1"": 0, ""2"": 100, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KH"", ""8C""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 22550.0, ""1"": 0, ""2"": 37300.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,2
109,20,1,bet_small,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [], ""current_bets"": {""0"": 200, ""1"": 0, ""2"": 400, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KH"", ""8C""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 600, ""small_blind"": 50, ""stacks"": {""0"": 22400.0, ""1"": 0, ""2"": 37000.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,2
109,21,1,bet_small,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [], ""current_bets"": {""0"": 600, ""1"": 0, ""2"": 1400, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KH"", ""8C""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 2000, ""small_blind"": 50, ""stacks"": {""0"": 22000.0, ""1"": 0, ""2"": 36000.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,2
109,22,1,bet_small,3200.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [], ""current_bets"": {""0"": 2200, ""1"": 0, ""2"": 3200, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""KH"", ""8C""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 5400, ""small_blind"": 50, ""stacks"": {""0"": 20400.0, ""1"": 0, ""2"": 34200.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,0
109,24,1,call,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 0, ""community_cards"": [], ""current_bets"": {""0"": 50, ""1"": 0, ""2"": 100, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KH""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 25750.0, ""1"": 0, ""2"": 34100.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,N/A
109,26,1,fold,-100.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 0, ""community_cards"": [""JD"", ""5H"", ""9H""], ""current_bets"": {""0"": 0, ""1"": 0, ""2"": 34100.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""QH"", ""KH""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 1, ""player_id"": 0, ""pot"": 34300.0, ""small_blind"": 50, ""stacks"": {""0"": 25700.0, ""1"": 0, ""2"": 0.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""flop""}",N/A,False,2
109,28,1,all_in,0.00,"{""active_in_hand"": [0, 2], ""big_blind"": 100, ""button_pos"": 1, ""community_cards"": [], ""current_bets"": {""0"": 50, ""1"": 0, ""2"": 100, ""3"": 0, ""4"": 0, ""5"": 0}, ""current_player_id"": 0, ""hand"": [""6S"", ""AD""], ""legal_actions"": [""all_in"", ""bet_big"", ""bet_small"", ""call"", ""fold""], ""num_active_players"": 2, ""player_id"": 0, ""pot"": 150, ""small_blind"": 50, ""stacks"": {""0"": 25650.0, ""1"": 0, ""2"": 34200.0, ""3"": 0, ""4"": 0, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,N/A
110,2,1,fold,-50.00,"{""active_in_hand"": [0, 1, 2, 3, 5], ""big_blind"": 100, ""button_pos"": 5, ""community_cards"": [], ""current_bets"": {""0"": 50, ""1"": 100, ""2"": 200, ""3"": 10000, ""4"": 0, ""5"": 10000}, ""current_player_id"": 0, ""hand"": [""2H"", ""KH""], ""legal_actions"": [""all_in"", ""fold""], ""num_active_players"": 4, ""player_id"": 0, ""pot"": 20350, ""small_blind"": 50, ""stacks"": {""0"": 9950, ""1"": 9900, ""2"": 9800, ""3"": 0, ""4"": 10000, ""5"": 0}, ""stage"": ""preflop""}",N/A,False,3
