episode,reward,avg_reward,agent_steps,total_steps,epsilon,avg_loss,duration_sec,num_rounds,avg_round_reward
30350,-10000.0,-2800.0,9,13,0.30510453240032853,5530404.4075,0.6364796161651611,4,-2500.0
30351,-10000.0,-2941.176470588235,28,37,0.30507581977572307,5981095.65125,1.991255283355713,9,-1111.111111111111
30352,-10000.0,-3076.923076923077,55,86,0.3050194316790034,4596676.84,4.057998418807983,22,-454.54545454545456
30353,50000.0,-2075.4716981132074,76,101,0.3049415390954936,4334827.626875,5.580540657043457,25,2000.0
30354,-10000.0,-2222.222222222222,11,17,0.30493026762081177,4346044.555625,0.7969157695770264,4,-2500.0
30355,-10000.0,-2363.6363636363635,57,82,0.30487187081647965,3446482.2675,4.157373666763306,24,-416.6666666666667
30356,-10000.0,-2500.0,10,16,0.30486162747902446,4584421.03125,0.8019182682037354,5,-2000.0
30357,-10000.0,-2631.5789473684213,11,16,0.30485036039936064,5473512.30625,0.867767333984375,5,-2000.0
30358,-10000.0,-2758.6206896551726,9,12,0.30484114234055054,6867022.43875,0.8082151412963867,2,-5000.0
30359,-10000.0,-2881.35593220339,53,78,0.3047868666296796,12135391.22625,4.5471436977386475,22,-454.54545454545456
30360,-10000.0,-3000.0,7,13,0.30477969921477804,12468583.755,0.49352145195007324,3,-3333.3333333333335
30361,-10000.0,-3114.754098360656,4,6,0.3047756036617494,12616743.425,0.3354201316833496,2,-5000.0
30362,-10000.0,-3225.8064516129034,8,10,0.3047674128014212,12834520.3275,0.5954928398132324,3,-3333.3333333333335
30363,-10000.0,-3333.3333333333335,12,19,0.3047551271252271,11842835.835,0.8350715637207031,5,-2000.0
30364,50000.0,-2500.0,76,111,0.30467733495836735,8863538.725,6.22116231918335,33,1515.1515151515152
30365,-10000.0,-2615.3846153846152,50,75,0.30462617202026154,6265192.19875,3.46010160446167,17,-588.2352941176471
30366,-10000.0,-2727.2727272727275,37,51,0.3045883196798872,6209998.125,2.5326945781707764,13,-769.2307692307693
30367,-10000.0,-2835.820895522388,16,22,0.30457195326897796,5911744.9525,1.152400255203247,6,-1666.6666666666667
30368,-10000.0,-2941.176470588235,17,24,0.30455456539194536,5595861.09875,1.1993935108184814,6,-1666.6666666666667
30369,50000.0,-2173.913043478261,58,88,0.30449525316866977,5283746.0475,4.353298664093018,26,1923.076923076923
30370,-10000.0,-2285.714285714286,15,20,0.3044799165998106,5014313.1,1.8145346641540527,4,-2500.0
30371,-10000.0,-2394.3661971830984,12,17,0.3044676481728711,5366842.7675,1.4265806674957275,5,-2000.0
30372,50000.0,-1666.6666666666667,116,171,0.30434909132174126,6188853.05625,11.159916400909424,51,980.3921568627451
30373,-10000.0,-1780.8219178082193,36,52,0.30431231179555995,8504021.635,3.2956535816192627,12,-833.3333333333334
30374,-10000.0,-1891.8918918918919,9,14,0.30430311794839227,9082980.6125,1.1276021003723145,6,-1666.6666666666667
30375,-10000.0,-2000.0,12,17,0.3042908601290536,9965635.75125,0.7413504123687744,4,-2500.0
30376,-10000.0,-2105.2631578947367,27,39,0.3042632827244529,11732172.17625,1.9467597007751465,12,-833.3333333333334
30377,-10000.0,-2207.7922077922076,19,27,0.30424387863430297,10797154.1775,1.8375320434570312,7,-1428.5714285714287
30378,-10000.0,-2307.6923076923076,18,24,0.3042254975123887,10672049.225,1.9056825637817383,6,-1666.6666666666667
30379,-10000.0,-2405.0632911392404,9,15,0.3042163075717759,10241128.11,1.2429156303405762,5,-2000.0
30380,-10000.0,-2500.0,20,31,0.30419588696206623,9985505.9975,2.51305890083313,8,-1250.0
30381,50000.0,-1851.851851851852,78,109,0.3041162660932296,8115210.8875,8.294365167617798,29,1724.1379310344828
30382,-10000.0,-1951.219512195122,4,6,0.30411218380873073,8023965.5225,0.3203139305114746,2,-5000.0
30383,-10000.0,-2048.1927710843374,36,45,0.3040754469220642,5347881.61,2.669081449508667,9,-1111.111111111111
30384,-10000.0,-2142.8571428571427,7,9,0.30406830440641663,5166438.7425,0.5390286445617676,3,-3333.3333333333335
30385,50000.0,-1529.4117647058824,91,130,0.30397547444832873,4348455.65375,7.698418855667114,36,1388.888888888889
30386,-10000.0,-1627.906976744186,4,6,0.30397139497963455,4455550.10375,0.506127119064331,1,-10000.0
30387,-10000.0,-1724.1379310344828,57,84,0.30391327141506674,4410682.71125,4.662832260131836,24,-416.6666666666667
30388,-10000.0,-1818.1818181818182,6,8,0.3039071541086843,4329758.09,0.7296726703643799,2,-5000.0
30389,50000.0,-1235.9550561797753,86,114,0.3038194928809323,9147037.45375,6.928965330123901,27,1851.851851851852
30390,-10000.0,-1333.3333333333333,15,20,0.30380420699219424,11222651.74375,1.3281803131103516,5,-2000.0
30391,-10000.0,-1428.5714285714287,41,54,0.30376243141190407,13897687.00125,3.1711063385009766,13,-769.2307692307693
30392,-10000.0,-1521.7391304347825,37,58,0.3037247388487625,12562444.4275,2.9582865238189697,18,-555.5555555555555
30393,-10000.0,-1612.9032258064517,25,35,0.3036992748479396,10224980.04,2.2522099018096924,9,-1111.111111111111
30394,-10000.0,-1702.127659574468,16,23,0.3036829795577721,9532201.9075,1.4154398441314697,7,-1428.5714285714287
30395,-10000.0,-1789.4736842105262,34,53,0.30364835639429955,7738670.735,2.618415117263794,17,-588.2352941176471
30396,-10000.0,-1875.0,20,30,0.30362799257686796,7327013.34,1.830221176147461,8,-1250.0
30397,-10000.0,-1958.7628865979382,23,35,0.3036045767041601,8552913.935,2.0346996784210205,12,-833.3333333333334
30398,-10000.0,-2040.8163265306123,16,25,0.30358828898954104,8688780.2925,1.1533429622650146,7,-1428.5714285714287
30399,-10000.0,-2121.212121212121,50,76,0.30353739827889753,8175975.9025,4.085842132568359,24,-416.6666666666667
30400,-10000.0,-2200.0,7,10,0.30353027459462295,7845140.0025,0.512089729309082,3,-3333.3333333333335
30401,-10000.0,-10000.0,2,3,0.30352823930205347,0.0,0.023488283157348633,1,-10000.0
30402,-10000.0,-10000.0,5,7,0.303523151159673,0.0,0.04028487205505371,2,-5000.0
30403,-10000.0,-10000.0,28,38,0.30349465991294444,0.0,0.1932671070098877,8,-1250.0
30404,-10000.0,-10000.0,4,7,0.3034905900604449,0.0,0.07050466537475586,2,-5000.0
30405,-10000.0,-10000.0,2,3,0.30348855516471873,0.0,0.018196582794189453,1,-10000.0
30406,50000.0,0.0,50,70,0.303437689384415,22262241.23214286,2.157550811767578,14,3571.4285714285716
30407,50000.0,7142.857142857143,7,11,0.30343056918989075,18807057.27142857,0.5831711292266846,4,12500.0
30408,-10000.0,5000.0,5,9,0.3034254834892325,17563426.725,0.41808390617370605,4,-2500.0
30409,50000.0,10000.0,38,53,0.303386836318967,10548207.094551282,2.6372828483581543,14,3571.4285714285716
30410,-10000.0,8000.0,16,29,0.3033705660228819,10164299.51861702,1.2343833446502686,7,-1428.5714285714287
30411,-10000.0,6363.636363636364,8,11,0.3033624313629353,9325554.59625,0.6293227672576904,3,-3333.3333333333335
30412,-10000.0,5000.0,7,12,0.30335531380239567,8013207.99125,0.5790853500366211,5,-2000.0
30413,-10000.0,3846.153846153846,6,12,0.30334921323449054,7722895.65125,0.5264694690704346,3,-3333.3333333333335
30414,-10000.0,2857.1428571428573,5,7,0.30334412956770584,8144201.96125,0.43711090087890625,2,-5000.0
30415,-10000.0,2000.0,3,5,0.30334107942863836,9697232.98625,0.24775338172912598,2,-5000.0
30416,-10000.0,1250.0,2,3,0.30333904602801115,11546897.28125,0.1593325138092041,2,-5000.0
30417,-10000.0,588.2352941176471,1,2,0.3033380293353227,12051653.23125,0.08338379859924316,1,-10000.0
30418,-10000.0,0.0,2,5,0.3033359959651962,13827490.08625,0.1574692726135254,2,-5000.0
30419,-10000.0,-526.3157894736842,8,17,0.30332786268802425,18623487.79125,0.6430244445800781,3,-3333.3333333333335
30420,-10000.0,-1000.0,4,7,0.3033237961714358,19199504.16125,0.34488487243652344,4,-2500.0
30421,-10000.0,4285.714285714285,2,4,0.303352263495566,13760818.17625,0.1823265552520752,2,-5000.0
30422,50000.0,6363.636363636364,15,31,0.30333701264771773,16058419.55125,1.3379509449005127,9,5555.555555555556
30423,-10000.0,5652.173913043478,15,30,0.3033217629436402,19169182.69625,1.1718406677246094,7,-1428.5714285714287
30424,-10000.0,5000.0,7,14,0.3033146468064703,18233474.77625,0.580655574798584,4,-2500.0
30425,-10000.0,4400.0,3,5,0.30331159710964106,18390068.37625,0.33289480209350586,2,-5000.0
30426,-10000.0,3846.153846153846,1,2,0.3033105805541969,18607478.31125,0.10495996475219727,1,-10000.0
30427,-10000.0,3333.3333333333335,1,2,0.30330956400383546,19013030.03875,0.1021430492401123,1,-10000.0
30428,-10000.0,2857.1428571428573,1,2,0.3033085474585568,19278295.93875,0.0936286449432373,1,-10000.0
30429,50000.0,4482.758620689655,29,43,0.3032790698563531,21814809.88375,2.1269490718841553,14,3571.4285714285716
30430,-10000.0,4000.0,10,28,0.3032689061569549,21671859.24,0.8439838886260986,6,-1666.6666666666667
30431,-10000.0,3548.3870967741937,6,13,0.3032628081812403,21523998.535,0.47011804580688477,4,-2500.0
30432,-10000.0,3125.0,1,2,0.30326179186974017,21458993.14,0.07533931732177734,1,-10000.0
30433,-10000.0,2727.2727272727275,9,15,0.3032526452949055,21168412.8175,0.6874606609344482,5,-2000.0
30434,50000.0,4117.64705882353,8,15,0.3032445153516937,20582374.99,0.5918493270874023,4,12500.0
30435,-10000.0,3714.285714285714,3,5,0.3032414667068283,20468139.5625,0.24133992195129395,2,-5000.0
30436,-10000.0,3333.3333333333335,6,11,0.3032353695542849,16710262.1575,0.5014848709106445,4,-2500.0
30437,50000.0,4594.594594594595,16,24,0.3032191113750563,12200307.3975,1.037961483001709,6,8333.333333333334
30438,-10000.0,4210.526315789473,10,15,0.3032089506735073,10993539.0975,0.6542930603027344,4,-2500.0
30439,-10000.0,3846.153846153846,5,8,0.3032038705132426,9960157.205,0.340240478515625,2,-5000.0
30440,-10000.0,3500.0,2,4,0.3032018384846977,9678050.855,0.1302938461303711,2,-5000.0
30441,-10000.0,3170.731707317073,1,1,0.3032008224780453,9950654.475,0.07156157493591309,1,-10000.0
30442,50000.0,4285.714285714285,16,25,0.3031845670624723,9605243.1125,1.0765132904052734,6,8333.333333333334
30443,-10000.0,3953.4883720930234,18,30,0.30316628127430956,8972400.5175,1.1261584758758545,5,-2000.0
30444,-10000.0,3636.3636363636365,11,18,0.3031551074361228,8831368.6775,0.6494135856628418,5,-2000.0
30445,50000.0,4666.666666666667,36,58,0.30311854280769956,7042072.750625,2.3078904151916504,16,3125.0
30446,-10000.0,4347.826086956522,11,18,0.3031073715950563,6822599.926875,0.9031946659088135,7,-1428.5714285714287
30447,-10000.0,4042.553191489362,42,76,0.30306472352522545,4553673.84125,3.0928335189819336,18,-555.5555555555555
30448,-10000.0,3750.0,4,9,0.3030606622713676,4570621.44375,0.2860746383666992,4,-2500.0
30449,50000.0,4693.877551020408,15,25,0.3030454332927911,4715589.6075,1.0498948097229004,6,8333.333333333334
30450,-10000.0,4400.0,4,6,0.30304137242473406,5275764.51375,0.30828380584716797,2,-5000.0
30451,-10000.0,4117.64705882353,7,13,0.30303426610106055,5545048.0675,0.579392671585083,5,-2000.0
30452,-10000.0,3846.153846153846,4,8,0.3030302054563451,5584753.968125,0.3061790466308594,2,-5000.0
30453,-10000.0,3584.9056603773583,2,3,0.303028175164442,5879270.474375,0.1463181972503662,1,-10000.0
30454,-10000.0,3333.3333333333335,2,3,0.30302614489284174,5877371.649375,0.1370100975036621,1,-10000.0
30455,-10000.0,3090.909090909091,1,2,0.3030251297646551,5859549.584375,0.07114863395690918,1,-10000.0
30456,-10000.0,2857.1428571428573,9,13,0.3030159938393756,6069281.229375,0.6066420078277588,4,-2500.0
30457,-10000.0,2631.5789473684213,3,5,0.30301294862230715,6013814.189375,0.22774076461791992,2,-5000.0
30458,-10000.0,2413.793103448276,22,33,0.302990618426142,5372990.244375,1.6264581680297852,9,-1111.111111111111
30459,-10000.0,2203.3898305084745,2,5,0.30298858853010724,5362307.713125,0.17287755012512207,2,-5000.0
30460,-10000.0,2000.0,31,56,0.30295712773715955,5539112.894375,1.9042301177978516,12,-833.3333333333334
30461,-10000.0,1803.27868852459,1,2,0.3029561129540578,5552346.573125,0.06415796279907227,1,-10000.0
30462,-10000.0,1612.9032258064517,1,2,0.30295509817603,5528551.140625,0.07315659523010254,1,-10000.0
30463,-10000.0,1428.5714285714287,3,4,0.30295205387238966,5533229.688125,0.18901491165161133,2,-5000.0
30464,50000.0,2187.5,11,17,0.30294089181638606,4257376.16625,0.6811959743499756,5,10000.0
30465,-10000.0,2000.0,8,21,0.302932774343064,3940344.1575,0.5558128356933594,6,-1666.6666666666667
30466,-10000.0,1818.1818181818182,3,6,0.3029297303742786,3923083.4675,0.2118229866027832,2,-5000.0
30467,-10000.0,1641.7910447761194,33,47,0.3028962497309959,3092161.669375,2.014585494995117,7,-1428.5714285714287
30468,-10000.0,1470.5882352941176,10,18,0.30288610517212544,3190717.440625,0.6991610527038574,4,-2500.0
30469,-10000.0,1304.3478260869565,1,2,0.3028850907441356,3181931.080625,0.06753087043762207,1,-10000.0
30470,-10000.0,1142.857142857143,1,2,0.30288407632121794,3214883.845625,0.07627081871032715,1,-10000.0
30471,-10000.0,985.9154929577464,1,1,0.30288306190337244,3211678.858125,0.07035398483276367,1,-10000.0
30472,-10000.0,833.3333333333334,2,2,0.3028810330828975,3282060.684375,0.14301562309265137,1,-10000.0
30473,-10000.0,684.931506849315,22,36,0.30285871739664366,3154642.603125,1.443741798400879,6,-1666.6666666666667
30474,50000.0,1351.3513513513512,37,54,0.302821192005131,7587739.515,2.7384297847747803,12,4166.666666666667
30475,-10000.0,1200.0,4,6,0.30281713562185486,8489240.3775,0.29910755157470703,2,-5000.0
30476,-10000.0,1052.6315789473683,3,8,0.3028140933876373,9056551.005,0.23192954063415527,3,-3333.3333333333335
30477,-10000.0,909.0909090909091,29,45,0.30278468747607623,12250767.25,2.056568145751953,9,-1111.111111111111
30478,-10000.0,769.2307692307693,12,22,0.3027725207598328,12820882.149375,0.9146285057067871,5,-2000.0
30479,-10000.0,632.9113924050633,1,2,0.3027715068997636,12847634.220625,0.07900166511535645,1,-10000.0
30480,-10000.0,500.0,13,22,0.3027583271801607,13482502.469375,0.9175148010253906,4,-2500.0
30481,-10000.0,370.3703703703704,6,13,0.30275224452158567,13719812.53125,0.47004222869873047,4,-2500.0
30482,-10000.0,243.90243902439025,2,5,0.30275021700927796,13875908.71625,0.15641188621520996,2,-5000.0
30483,-10000.0,120.48192771084338,2,2,0.3027481895172454,13910427.295,0.158339262008667,1,-10000.0
30484,-10000.0,0.0,3,6,0.30274514831721167,14002690.705,0.2763247489929199,2,-5000.0
30485,-10000.0,-117.6470588235294,4,11,0.30274109345479416,14334378.84875,0.3106846809387207,4,-2500.0
30486,-10000.0,-232.5581395348837,5,13,0.30273602499081376,14484592.51375,0.3448631763458252,4,-2500.0
30487,50000.0,344.82758620689657,20,30,0.302715752401961,9544961.2475,1.4147334098815918,10,5000.0
30488,-10000.0,227.27272727272728,2,6,0.3027137252545728,9198097.7475,0.18949484825134277,2,-5000.0
30489,-10000.0,112.35955056179775,3,6,0.30271068457149913,8604855.7325,0.2449963092803955,2,-5000.0
30490,-10000.0,0.0,13,24,0.30269750880521906,8317427.0725,0.8745870590209961,6,-1666.6666666666667
30491,-10000.0,-109.89010989010988,15,23,0.3026823070621311,7274944.23875,1.0342960357666016,5,-2000.0
30492,-10000.0,-217.3913043478261,1,2,0.30268129365312935,7260660.53375,0.07680654525756836,1,-10000.0
30493,-10000.0,-322.5806451612903,7,15,0.3026741999319923,7345309.71125,0.5318477153778076,5,-2000.0
30494,-10000.0,-425.531914893617,17,29,0.3026569733571379,7143720.323125,1.3444855213165283,7,-1428.5714285714287
30495,-10000.0,-526.3157894736842,8,20,0.302648867240327,6833665.673125,0.8337266445159912,5,-2000.0
30496,-10000.0,-625.0,14,23,0.30263468231609836,6374995.203125,1.0578551292419434,4,-2500.0
30497,50000.0,-103.09278350515464,24,32,0.3026103676131318,6185252.993125,1.5819320678710938,7,7142.857142857143
30498,-10000.0,-204.08163265306123,6,11,0.30260428939327716,5651692.773125,0.4159526824951172,4,-2500.0
30499,-10000.0,-303.030303030303,1,2,0.3026032763743628,5563404.618125,0.07213830947875977,1,-10000.0
30500,-10000.0,-400.0,5,9,0.30259821135576637,5314448.940625,0.32819080352783203,3,-3333.3333333333335
30501,50000.0,50000.0,13,27,0.3025850429000077,0.0,0.19591426849365234,6,8333.333333333334
30502,-10000.0,20000.0,4,5,0.3025809912396664,0.0,0.08463859558105469,2,-5000.0
30503,50000.0,30000.0,14,21,0.3025668110665915,0.0,0.13438153266906738,4,12500.0
30504,-10000.0,20000.0,16,41,0.3025506063699027,0.0,0.15351104736328125,9,-1111.111111111111
30505,50000.0,26000.0,9,13,0.3025414917976955,0.0,0.08851456642150879,3,16666.666666666668
30506,-10000.0,20000.0,22,43,0.30251921345892885,47465758.333333336,1.326383352279663,9,-1111.111111111111
30507,-10000.0,15714.285714285714,3,6,0.3025161756935102,41568348.61111111,0.3415999412536621,2,-5000.0
30508,-10000.0,12500.0,10,22,0.3025060501378666,30226219.285714287,0.97886061668396,5,-2000.0
30509,-10000.0,10000.0,3,7,0.3025030125698963,27811119.225806452,0.2146904468536377,2,-5000.0
30510,-10000.0,8000.0,4,10,0.30249896255014525,25745556.114285715,0.3236663341522217,2,-5000.0
30511,-10000.0,6363.636363636364,6,8,0.30249288767239235,25377144.298780486,0.4534943103790283,2,-5000.0
30512,-10000.0,5000.0,17,32,0.302475676508425,22045323.655172415,1.2140352725982666,7,-1428.5714285714287
30513,50000.0,8461.538461538461,34,46,0.3024412585690263,17377803.21875,2.3568050861358643,12,4166.666666666667
30514,-10000.0,7142.857142857143,7,21,0.30243417324897026,16432795.465909092,0.6026716232299805,4,-2500.0
30515,50000.0,10000.0,15,27,0.30241899125530847,10919916.46875,1.085592269897461,7,7142.857142857143
30516,50000.0,12500.0,36,47,0.3023825591158734,9432441.03375,2.663534164428711,9,5555.555555555556
30517,-10000.0,11176.470588235294,13,32,0.30236940467705475,8095664.185,1.0910072326660156,7,-1428.5714285714287
30518,-10000.0,10000.0,8,13,0.302361310062761,8217774.14,0.5850298404693604,4,-2500.0
30519,-10000.0,8947.368421052632,7,11,0.3023542275408537,8063222.245,0.5475349426269531,3,-3333.3333333333335
30520,-10000.0,8000.0,20,27,0.302333993129837,10291226.05375,1.523472547531128,6,-1666.6666666666667
30521,-10000.0,7142.857142857143,5,10,0.30232893484323764,10164747.41375,0.39690661430358887,2,-5000.0
30522,-10000.0,6363.636363636364,14,23,0.30231477231349296,21154108.98125,1.0020902156829834,5,-2000.0
30523,50000.0,8260.869565217392,25,35,0.30228948454747206,26359330.04125,1.802344560623169,6,8333.333333333334
30524,-10000.0,7500.0,3,5,0.3022864502279613,27076903.18625,0.23576688766479492,2,-5000.0
30525,-10000.0,6800.0,11,15,0.3022753247791514,28801900.80375,0.7248291969299316,3,-3333.3333333333335
30526,50000.0,8461.538461538461,32,45,0.30224296331617284,28893551.725,2.1024045944213867,11,4545.454545454545
30527,-10000.0,7777.777777777777,1,2,0.30224195210388427,28942392.465,0.08085846900939941,1,-10000.0
30528,-10000.0,7142.857142857143,2,4,0.30223992969447533,28577106.365,0.2116103172302246,2,-5000.0
30529,-10000.0,6551.724137931034,5,7,0.30223487375943237,28770353.71,0.452068567276001,2,-5000.0
30530,-10000.0,6000.0,18,26,0.3022166734398207,20628377.11,1.3240666389465332,7,-1428.5714285714287
30531,-10000.0,5483.870967741936,4,5,0.302212629146795,19207837.04,0.3183417320251465,2,-5000.0
30532,-10000.0,5000.0,4,7,0.3022085849346543,18333100.755,0.3152918815612793,3,-3333.3333333333335
30533,-10000.0,4545.454545454545,2,3,0.30220656285891534,18495870.045,0.15206623077392578,1,-10000.0
30534,-10000.0,4117.64705882353,8,13,0.3021984747581641,17310988.675,0.5771677494049072,3,-3333.3333333333335
30535,-10000.0,3714.285714285714,4,6,0.30219443082910835,16380311.685,0.3162219524383545,2,-5000.0
30536,-10000.0,3333.3333333333335,1,2,0.3021934198594816,16158335.29,0.08153748512268066,1,-10000.0
30537,-10000.0,2972.972972972973,7,12,0.3021863432136286,14945626.755,0.5207540988922119,4,-2500.0
30538,50000.0,4210.526315789473,25,34,0.30216107150024185,12923282.46625,1.768876314163208,7,7142.857142857143
30539,50000.0,5384.615384615385,22,34,0.30213883500540645,11733442.5175,1.5531055927276611,7,7142.857142857143
30540,50000.0,6500.0,16,30,0.3021226645454331,11062355.59,1.099733829498291,5,10000.0
30541,-10000.0,6097.5609756097565,1,2,0.30212165393463686,11238154.66,0.07699131965637207,1,-10000.0
30542,-10000.0,5714.285714285715,2,4,0.3021196327282035,10397633.215,0.16649961471557617,2,-5000.0
30543,-10000.0,5348.837209302325,8,12,0.30211154810458796,10308263.755,0.5512158870697021,4,-2500.0
30544,50000.0,6363.636363636364,13,21,0.3020984112809125,8118084.12125,0.8723242282867432,6,8333.333333333334
30545,-10000.0,6000.0,7,13,0.3020913379603015,8031692.66625,0.49682140350341797,3,-3333.3333333333335
30546,50000.0,6956.521739130435,53,71,0.3020377908510474,6955224.218125,3.387714147567749,18,2777.777777777778
30547,-10000.0,6595.744680851064,1,2,0.3020367806646186,6908213.095625,0.07909321784973145,1,-10000.0
30548,-10000.0,6250.0,42,56,0.3019943573952783,4838084.8821875,2.6378791332244873,11,-909.0909090909091
30549,-10000.0,5918.367346938776,2,2,0.301992337461804,4903630.8834375,0.139512300491333,1,-10000.0
30550,-10000.0,5600.0,5,8,0.3019872877164895,4666179.7996875,0.3685472011566162,3,-3333.3333333333335
30551,-10000.0,5294.117647058823,10,16,0.3019771886045836,5088935.0446875,0.7091324329376221,5,-2000.0
30552,-10000.0,5000.0,16,19,0.30196103107580496,6236185.2334375,1.0781493186950684,3,-3333.3333333333335
30553,-10000.0,4716.981132075472,10,13,0.3019509332766983,6707196.0653125,0.6858913898468018,3,-3333.3333333333335
30554,-10000.0,4444.444444444444,5,10,0.30194588456647553,7026046.4240625,0.36876845359802246,4,-2500.0
30555,50000.0,5272.727272727273,45,62,0.30190045185381986,8164820.1284375,3.0151188373565674,11,4545.454545454545
